,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
321,Sangli,553.0,653.0,96.0,78.0,1008.0,943.0,66.4,51.4,84.8,95.7,44.3,24.7,52.7,67.1,63.5,89.5,37.8,24.6,70.6,25.7,95.7,2.2,44.3,61.9,54.2,4.5,3.2,25.9,24.2,51.4,49.3,43.2,24.5,18.2,MH,Rural,Western Zone
323,North District,826.0,941.0,157.0,77.8,922.0,1010.0,92.2,39.4,84.9,88.8,34.0,12.2,48.7,77.4,72.4,96.7,68.9,48.8,84.3,18.1,94.1,2.8,87.8,92.0,60.8,17.2,19.3,23.1,3.5,62.6,43.1,14.1,9.5,31.3,SK,Rural,Eastern Zone
325,West District,894.0,1079.0,203.0,76.8,936.0,818.0,94.5,38.4,83.9,89.5,34.5,12.9,64.7,81.5,84.5,97.8,65.9,53.8,73.6,14.5,94.4,1.1,77.7,80.9,72.7,19.4,18.2,43.0,5.8,59.8,37.4,18.1,8.1,32.2,SK,Rural,Eastern Zone
329,East District,924.0,1041.0,178.0,85.3,938.0,606.0,76.3,92.5,89.0,96.1,49.6,16.7,31.3,73.7,75.4,98.2,43.2,32.9,77.2,5.6,94.4,2.9,80.8,79.4,57.2,20.1,20.9,22.4,8.2,57.3,33.9,12.5,5.8,38.8,SK,Urban,Eastern Zone
330,East District,929.0,987.0,167.0,75.5,977.0,833.0,91.9,46.2,86.7,90.9,36.1,14.7,33.1,64.3,59.1,93.6,41.6,23.7,62.9,8.9,92.3,3.5,77.7,88.8,65.5,32.2,31.7,25.6,7.7,40.6,35.0,12.5,4.8,25.2,SK,Rural,Eastern Zone
332,Saharanpur,426.08,565.63,75.65,71.1,950.56,844.74,66.89,71.14,73.67,83.16,45.46,9.03,44.39,78.1,52.22,92.92,20.76,15.93,71.54,60.46,66.44,5.15,61.62,38.43,14.12,4.31,3.3,33.18,19.33,75.96,59.67,13.33,5.91,6.04,UP,Urban,Central Zone
333,Saharanpur,897.91,1205.85,168.17,62.72,955.23,935.19,43.48,21.75,61.9,81.55,28.1,7.01,42.43,73.84,36.82,94.81,11.75,5.39,67.8,59.45,60.47,4.47,62.99,41.56,26.04,8.34,7.99,38.53,31.84,75.29,62.08,12.63,3.56,4.42,UP,Rural,Central Zone
335,Muzaffarnagar,442.67,603.1,84.58,59.69,957.89,794.17,66.68,70.93,66.13,77.65,31.25,7.16,38.37,54.23,39.55,82.8,12.79,9.72,75.82,68.23,65.17,6.57,66.25,15.41,10.03,8.39,8.97,34.37,15.14,80.73,63.86,14.42,3.17,14.16,UP,Urban,Central Zone
336,Muzaffarnagar,1013.19,1366.65,155.66,64.47,993.56,809.09,49.1,25.29,63.68,87.35,30.01,8.92,47.45,62.25,35.81,88.96,18.93,9.25,69.2,35.43,66.03,4.09,62.42,17.79,20.66,11.78,7.86,43.58,23.85,77.87,64.85,15.25,3.15,13.65,UP,Rural,Central Zone
338,Bijnor,322.84,467.65,66.85,70.46,1023.91,665.67,75.27,77.67,76.16,88.59,45.3,4.26,34.01,65.72,31.43,88.6,13.92,8.17,52.85,35.73,66.0,4.16,71.65,39.27,13.91,3.67,5.41,40.57,19.21,81.11,59.59,16.51,3.88,7.31,UP,Urban,Central Zone
339,Bijnor,1054.32,1434.28,181.89,62.36,1025.12,841.48,55.81,20.12,63.3,86.48,28.34,7.52,38.46,62.25,23.0,93.9,14.19,6.85,62.5,36.88,75.04,1.31,69.42,41.79,14.9,2.55,2.93,43.15,26.54,69.85,57.71,14.46,3.36,4.72,UP,Rural,Central Zone
341,Moradabad,641.52,887.47,123.08,63.86,967.43,884.9,64.19,78.12,60.72,73.11,35.4,7.56,46.24,65.48,53.68,86.66,11.67,9.83,72.48,60.49,63.4,9.78,51.54,34.84,15.13,14.98,13.18,40.92,19.87,75.17,57.1,11.72,4.05,6.16,UP,Urban,Central Zone
342,Moradabad,1152.06,1531.3,218.09,53.55,975.29,918.42,44.57,25.83,44.48,74.78,19.79,10.3,37.6,61.43,40.72,82.33,3.98,2.36,64.71,55.68,60.49,3.24,49.07,29.01,18.21,7.13,6.26,47.01,33.37,74.61,64.79,8.95,2.43,3.82,UP,Rural,Central Zone
344,Rampur,223.7,313.74,55.8,62.72,942.65,678.82,72.47,62.54,63.61,78.83,35.55,5.1,37.76,61.64,62.0,95.28,4.75,3.26,75.65,57.19,72.8,5.78,54.26,32.48,15.68,9.45931764705881,5.02,36.97,23.86,75.05,59.94,9.46,4.25,8.27,UP,Urban,Central Zone
345,Rampur,644.77,890.37,109.71,50.69,1000.25,846.44,45.67,21.03,39.56,60.51,14.56,11.94,36.17,50.17,58.61,89.4,4.83,4.16,62.21,50.78,58.92,3.37,72.61,44.54,28.27,9.21,7.25,48.42,29.42,77.47,58.26,6.78,1.64,4.67,UP,Rural,Central Zone
347,Jyotiba Phule Nagar,188.07,254.06,49.53,64.18,1093.16,1184.4,69.06,65.06,63.55,78.81,32.25,3.99,49.62,66.6,42.37,96.03,9.69,3.98,53.7,29.97,68.21,3.48,61.09,54.03,27.92,2.89,6.32,40.34,23.04,79.59,58.31,21.82,7.55,6.04,UP,Urban,Central Zone
348,Jyotiba Phule Nagar,539.31,717.76,93.81,58.0,975.52,885.62,41.7,19.94,55.08,87.69,28.31,14.99,42.13,52.3,30.43,90.01,8.28,4.3,57.54,30.75,66.92,3.98,78.73,44.41,29.65,2.39,4.92,45.95,32.48,73.87,70.11,18.58,4.45,4.77,UP,Rural,Central Zone
350,Meerut,1372.7,1818.48,221.8,68.48,905.39,818.77,72.48,79.8,71.75,86.82,37.99,7.45,43.0,63.56,46.28,86.1,17.89,13.3,59.96,34.56,59.64,6.92,56.81,26.17,10.78,8.01,9.26,34.67,16.54,69.38,56.4,13.02,4.87,11.85,UP,Urban,Central Zone
351,Meerut,613.25,830.16,99.9,67.54,984.16,928.64,55.07,29.06,67.34,90.12,36.05,11.76,45.54,65.99,48.63,91.05,13.92,9.64,71.59,46.37,74.9,3.57,71.09,25.41,20.27,8.74,7.25,36.44,23.79,76.27,67.53,12.93,3.28,11.34,UP,Rural,Central Zone
354,Baghpat,381.04,524.76,66.38,63.75,903.49,789.7,60.93,30.82,68.45,91.64,39.33,13.57,39.86,65.98,53.36,91.1,26.02,17.74,75.84,58.21,75.01,4.06,72.21,42.5,30.34,2.56,2.63,38.56,22.69,77.57,65.34,11.2,3.12,8.44,UP,Rural,Central Zone
356,Ghaziabad,1660.99,1958.13,359.77,78.0,888.46,925.96,67.76,91.07,78.4,91.96,49.39,17.96,52.73,62.81,42.48,90.25,21.25,14.52,56.44,35.88,71.32,2.7,60.68,39.25,22.27,1.73,1.29,33.33,15.68,61.25,55.62,12.23,4.48,4.35,UP,Urban,Central Zone
357,Ghaziabad,543.28,703.8,101.77,64.16,926.03,869.82,55.79,39.98,63.94,89.77,28.37,19.25,44.77,60.22,33.31,90.82,9.07,5.93,71.84,53.79,62.22,4.93,61.97,25.67,12.96,5.7,5.35,37.39,20.99,65.43,59.15,22.28,8.26,9.41,UP,Rural,Central Zone
359,Gautum Buddha Nagar,618.68,657.09,88.83,79.8,807.82,810.45,54.06,90.69,77.57,92.61,49.84,19.2,49.29,70.91,58.08,91.53,24.51,16.8,77.96,37.18,76.61,3.43,67.07,28.37,16.66,9.12,8.25,31.95,11.73,71.19,58.17,18.19,5.59,9.51,UP,Urban,Central Zone
360,Gautum Buddha Nagar,244.06,325.84,49.35,66.86,916.65,903.52,55.69,39.93,67.09,92.64,33.71,24.42,46.52,65.73,38.93,91.25,12.95,7.74,63.04,27.48,61.91,3.14,62.35,31.21,15.54,4.2,6.6,32.65,19.21,63.57,56.49,16.38,3.0,8.91,UP,Rural,Central Zone
363,Bulandshahr,977.69,1320.86,178.96,61.25,1021.12,921.73,40.84,20.95,58.81,84.32,29.14,22.11,40.35,57.19,20.59,91.94,8.2,4.06,58.25,22.96,66.9,4.33,54.22,46.33,23.15,4.54,5.18,41.81,23.78,63.49,59.07,13.05,2.57,2.38,UP,Rural,Central Zone
365,Aligarh,477.13,666.01,100.4,71.57,911.3,801.4,59.33,78.28,69.36,78.01,40.46,13.72,43.55,60.6,46.24,89.87,20.06,13.45,74.65,50.14,63.74,14.97,79.19,24.59,23.63,7.71,7.4,42.12,17.63,66.17,51.72,13.65,3.53,10.6,UP,Urban,Central Zone
366,Aligarh,922.04,1167.53,182.18,59.69,943.22,917.62,27.52,19.58,52.99,80.06,23.62,28.74,34.44,46.42,19.48,84.66,7.65,3.69,61.95,34.96,66.06,7.76,63.63,19.33,26.22,3.86,3.23,52.18,25.59,67.04,58.63,14.49,4.08,10.41,UP,Rural,Central Zone
369,Mahamaya Nagar,431.65,536.19,66.61,65.47,953.49,977.28,22.32,15.94,62.69,84.97,31.7,32.61,33.85,47.41,21.58,87.91,10.31,4.46,64.6,33.83,73.62,5.1,60.08,24.18,14.03,11.43,10.52,45.61,25.5,47.52,39.52,10.37,5.27,4.95,UP,Rural,Central Zone
372,Mathura,632.7,826.99,120.58,60.93,931.31,894.73,27.84,12.71,55.68,93.15,27.14,33.81,43.91,53.59,21.24,84.89,4.34,1.8,63.4,18.91,68.75,5.76,55.01,32.56,26.79,9.2,8.21,43.71,19.01,56.1,44.86,17.15,3.55,3.43,UP,Rural,Central Zone
374,Agra,824.26,1095.37,164.08,74.52,909.73,903.96,62.71,77.12,72.48,82.97,48.15,11.71,43.63,69.06,56.82,91.31,22.3,18.94,72.15,35.58,85.79,0.58,58.09,33.64,19.04,7.75,7.75,39.75,14.58,45.41,39.32,16.79,3.88,10.25,UP,Urban,Central Zone
375,Agra,785.6,1062.51,155.95,60.42,971.95,1060.23,21.84,14.77,53.26,89.82,24.67,30.77,40.14,55.18,21.33,87.68,6.44,1.97,60.12,29.16,73.62,2.28,63.03,34.55,18.27,0.0,1.2,48.23,24.34,56.24,46.96,15.79,5.62,4.99,UP,Rural,Central Zone
377,Firozabad,322.01,473.44,77.92,69.29,969.95,871.66,64.47,78.26,69.55,79.26,38.72,13.43,30.54,49.89,36.06,85.6,9.6,5.58,58.7,31.4,65.29,6.26,63.45,35.67,14.09,4.72,5.15,44.24,18.96,50.11,36.14,11.42,5.67,6.85,UP,Urban,Central Zone
378,Firozabad,587.68,736.3,99.64,66.11,955.24,838.07,16.68,13.34,61.13,78.81,28.24,28.04,29.28,39.28,18.74,82.48,6.46,2.79,42.05,25.15,67.97,1.53,56.1,36.88,25.19,0.88,1.46,43.84,23.68,45.68,32.77,8.09,2.78,3.83,UP,Rural,Central Zone
381,Mainpuri,568.84,711.02,101.66,71.78,988.98,855.16,21.16,15.16,72.07,90.08,35.45,18.6,24.44,37.04,11.39,80.99,6.71,1.46,35.35,15.26,59.79,4.87,57.32,37.23,32.22,2.97,3.64,46.14,22.31,41.33,26.67,9.34,2.48,4.38,UP,Rural,Central Zone
384,Budaun,1093.11,1289.01,174.84,46.43,948.08,924.67,19.03,7.23,30.82,65.6,7.58,40.52,14.2,35.21,7.29,80.33,7.81,1.47,49.1,43.42,58.7,1.57,49.86,31.2,21.07,4.67,4.79,57.98,35.29,57.6,48.07,6.83,2.48,3.46,UP,Rural,Central Zone
386,Bareilly,711.71,954.77,122.64,60.26,980.64,1109.14,68.61,78.04,60.79,81.08,35.06,5.65,42.57,66.08,55.49,86.52,15.6,13.1,75.1,52.83,62.99,5.33,55.26,19.61,11.89,3.37,3.92,41.01,20.24,73.41,50.66,14.26,4.75,9.47,UP,Urban,Central Zone
387,Bareilly,1068.26,1384.9,175.16,51.6,978.27,1052.76,44.83,21.45,40.01,69.2,15.3,18.45,37.96,57.43,40.1,83.86,6.04,5.4,64.11,45.65,58.11,2.02,45.15,15.68,19.41,6.2,5.67,47.94,29.01,74.79,56.1,10.44,2.8,8.98,UP,Rural,Central Zone
390,Pilibhit,646.15,789.95,113.97,54.5,926.53,910.87,31.03,17.69,48.76,73.6,20.11,16.67,39.19,56.17,38.5,91.42,16.61,9.89,64.33,45.53,62.18,5.64,70.17,22.13,22.61,4.66,4.14,52.57,31.25,78.45,58.0,12.79,2.69,10.38,UP,Rural,Central Zone
393,Shahjahanpur,956.18,1076.81,158.71,57.67,936.06,943.04,23.21,11.92,47.31,66.85,17.42,33.03,25.91,51.56,18.55,82.49,10.57,1.97,48.96,39.79,49.8,1.89,68.11,29.0,17.8,8.89,7.94,50.59,32.31,77.03,61.83,8.24,2.06,2.66,UP,Rural,Central Zone
396,Kheri,1458.8,1702.57,234.41,55.81,940.91,849.21,18.42,11.66,43.26,76.64,13.7,34.83,25.56,37.38,13.67,84.46,12.36,1.41,47.85,8.11,54.96,6.38,51.4,38.15,25.35,8.1,7.89,54.93,36.85,49.73,44.35,5.55,1.94,2.39,UP,Rural,Central Zone
399,Sitapur,1577.5,1709.33,234.39,56.81,893.91,677.22,9.36,11.85,46.54,72.6,16.42,35.54,31.47,22.45,9.34,80.21,4.86,0.36,57.5,23.43,67.98,3.35,46.47,45.26,34.01,1.86,1.66,57.37,38.43,53.34,39.55,24.85,10.12,3.01,UP,Rural,Central Zone
402,Hardoi,1410.5,1533.0,210.59,57.83,924.7,770.29,18.49,14.11,48.91,72.22,18.79,23.22,19.97,20.81,10.34,78.99,13.62,1.08,30.96,4.79,63.38,5.19,34.72,59.89,24.82,0.0,0.0,52.93,32.63,43.39,33.64,7.84,4.97,6.28,UP,Rural,Central Zone
405,Unnao,1076.47,1300.93,163.36,62.26,1023.08,922.81,21.3,14.27,57.53,68.65,24.07,14.02,25.61,21.54,9.71,85.55,4.42,0.77,50.94,20.95,67.25,1.99,56.57,43.6,32.55,2.97,3.62,48.03,27.87,42.46,35.78,18.8,7.0,2.42,UP,Rural,Central Zone
407,Lucknow,1262.17,1500.71,212.79,83.88,928.45,827.6,85.63,95.29,85.34,90.76,66.21,6.21,40.56,79.45,56.07,93.48,22.33,15.59,58.56,19.54,90.86,1.65,56.35,36.64,19.19,0.01,1.64,32.01,11.54,67.71,57.68,10.34,3.34,3.67,UP,Urban,Central Zone
408,Lucknow,615.83,693.23,98.28,65.45,900.74,930.0,28.38,36.89,66.43,79.36,34.86,15.94,36.1,71.33,44.9,89.89,13.76,9.13,55.88,20.83,84.45,1.14,61.31,35.69,26.38,7.48,6.24,43.75,21.63,77.25,59.75,8.45,2.7,3.43,UP,Rural,Central Zone
411,Rae Bareli,1289.06,1571.1,215.44,62.21,1054.49,939.89,14.23,18.0,60.34,87.47,28.33,13.02,20.66,45.47,23.47,95.86,20.0,3.83,65.29,18.71,82.83,0.57,65.77,41.99,36.75,4.43,4.58,36.1,26.1,60.17,45.83,3.82,1.25,2.14,UP,Rural,Central Zone
414,Farrukhabad,518.22,671.96,84.26,67.85,1012.82,1134.98,21.24,10.69,63.46,90.21,25.97,25.25,20.45,44.56,12.67,82.57,5.52,1.35,40.38,18.33,50.0,1.31,37.39,25.28,21.24,6.81,5.77,51.24,24.0,36.19,26.47,6.04,2.97,5.5,UP,Rural,Central Zone
417,Kannauj,500.68,614.64,79.21,66.59,975.62,1064.56,15.18,11.16,60.05,81.08,26.98,18.78,18.98,40.14,9.76,82.66,10.15,1.22,44.1,17.01,62.81,2.09,48.45,36.25,28.56,1.13,0.87,51.86,24.08,40.91,24.6,9.71,3.73,4.66,UP,Rural,Central Zone
420,Etawah,435.52,531.51,77.45,70.05,915.99,782.54,17.48,13.47,71.65,88.05,34.19,24.34,25.48,58.03,22.34,83.77,7.7,2.0,55.86,25.76,75.32,1.03,61.07,32.51,18.39,3.42,3.02,53.88,23.4,39.08,26.58,8.67,3.58,6.52,UP,Rural,Central Zone
423,Auraiya,452.97,489.97,66.44,69.08,945.07,844.76,29.16,19.16,69.62,84.2,36.39,20.93,27.67,40.47,12.84,86.65,2.98,0.86,22.84,3.66,68.77,4.7,38.46,44.57,31.99,2.18,3.01,44.04,24.1,81.06,66.12,7.02,2.81,3.2,UP,Rural,Central Zone
426,Kanpur Dehat,664.82,706.12,121.85,65.74,878.66,1048.79,25.21,12.19,66.96,89.86,35.52,19.86,24.41,26.27,6.48,91.49,6.47,1.3,49.98,15.81,72.61,2.18,62.71,53.87,36.02,5.83,5.03,46.17,27.6,65.06,63.13,23.29,4.96,2.06,UP,Rural,Central Zone
428,Kanpur Nagar,1687.0,1848.93,258.26,82.15,876.02,854.11,78.72,91.91,86.22,84.9,67.57,5.29,42.77,66.94,45.65,90.24,33.96,22.28,66.17,32.33,77.73,4.31,35.88,32.95,33.37,1.25,3.29,43.49,12.54,74.27,57.32,15.04,3.17,3.97,UP,Urban,Central Zone
429,Kanpur Nagar,690.19,732.59,110.48,69.57,920.63,1114.04,32.12,19.06,72.16,85.31,39.64,14.2,31.65,55.2,18.24,92.22,11.64,3.96,57.92,20.58,74.22,1.99,72.82,23.52,33.87,3.37,3.46,43.76,20.62,72.48,62.3,12.72,2.27,3.21,UP,Rural,Central Zone
432,Jalaun,463.69,498.27,70.43,61.29,938.09,709.07,34.44,11.19,65.16,87.31,31.77,29.02,44.7,52.04,11.68,88.97,7.75,1.13,34.57,4.27,82.86,2.12,59.6,37.39,37.58,0.0,0.0,47.51,26.49,85.34,61.39,3.12,2.37,3.31,UP,Rural,Central Zone
434,Jhansi,346.61,418.23,67.66,75.06,929.7,778.81,74.01,83.67,78.99,91.09,53.79,8.95,47.12,76.78,55.75,96.32,8.28,6.01,72.4,18.91,87.76,2.62,60.0,49.29,28.86,11.63,11.0,27.96,16.33,72.93,51.29,22.25,3.84,3.25,UP,Urban,Central Zone
435,Jhansi,472.58,505.76,58.47,56.97,957.9,838.96,25.3,9.42,58.84,80.89,22.73,32.93,60.51,56.71,27.15,94.76,5.0,2.66,62.66,22.08,82.52,1.91,64.49,44.6,39.09,10.34,11.1,41.33,30.23,80.9,58.26,25.78,3.95,3.16,UP,Rural,Central Zone
438,Lalitpur,433.42,450.23,70.8,55.81,930.17,946.55,12.5,6.3,49.28,82.52,17.77,61.06,60.04,59.18,20.46,96.86,12.72,2.92,68.68,18.21,83.64,1.03,55.76,54.86,42.5,4.87,4.43,41.83,27.86,76.58,49.75,23.68,4.93,0.63,UP,Rural,Central Zone
441,Hamirpur,377.58,376.71,50.67,57.18,934.05,901.95,37.5,6.03,59.75,85.11,24.35,19.63,39.98,50.88,21.22,86.84,17.06,2.55,40.56,1.59,84.16,3.01,50.64,62.15,38.11,3.21,2.69,40.95,32.57,58.26,54.0,7.91,2.07,2.57,UP,Rural,Central Zone
444,Mahoba,258.45,283.99,30.43,57.07,963.15,936.38,27.11,5.03,56.23,76.61,22.02,27.97,48.49,43.38,23.41,95.86,7.2,3.58,81.16,21.53,88.44,2.38,69.98,43.31,43.01,4.12,3.7,47.79,37.27,77.81,63.78,28.14,4.35,2.13,UP,Rural,Central Zone
447,Banda,593.39,535.14,74.43,57.03,885.43,795.89,19.91,6.11,58.04,82.55,21.16,20.36,30.37,28.38,4.53,83.78,6.62,1.09,44.71,15.58,73.81,1.13,40.21,22.45,39.02,3.34,2.65,46.85,25.14,64.26,54.13,13.31,2.31,4.91,UP,Rural,Central Zone
450,Chitrakoot,344.78,399.55,45.75,56.2,1018.67,896.16,11.36,5.76,49.3,77.31,19.32,32.68,40.01,40.0,17.55,91.59,17.57,2.15,61.08,23.42,75.33,2.27,69.34,46.49,35.72,14.64,15.94,50.65,36.12,72.54,67.94,3.94,2.4,3.0,UP,Rural,Central Zone
453,Fatehpur,961.93,1005.57,143.51,57.55,1021.73,827.0,21.74,12.23,59.76,78.17,31.4,13.71,19.1,39.38,9.79,87.35,5.0,1.43,38.79,12.82,67.1,1.24,51.93,37.46,22.76,4.35,4.92,51.71,31.44,42.0,40.17,15.46,2.91,6.18,UP,Rural,Central Zone
456,Pratapgarh,1091.38,1479.68,144.79,61.35,1130.41,899.14,12.2,19.15,62.58,87.36,34.16,12.05,26.98,30.17,17.66,90.07,16.73,3.01,54.45,12.0,76.67,4.82,48.44,48.73,26.53,2.37,1.93,42.13,29.44,61.22,50.94,13.71,4.29,5.91,UP,Rural,Central Zone
459,Kaushambi,534.98,629.11,75.02,50.53,1033.26,986.14,16.18,15.52,43.85,80.18,20.22,17.47,25.02,25.86,11.44,82.61,9.69,2.23,52.54,14.86,73.01,2.97,37.31,41.49,27.65,0.0,0.0,49.57,34.12,66.24,57.53,13.11,2.29,4.27,UP,Rural,Central Zone
462,Allahabad,1534.79,2092.24,235.16,59.37,1049.75,918.2,16.91,18.44,60.0,74.55,37.14,20.47,30.24,31.87,20.7,90.06,18.95,4.88,44.32,17.56,71.47,3.95,39.95,56.77,37.03,4.86,4.25,48.36,23.68,61.7,56.27,17.7,5.42,9.57,UP,Rural,Central Zone
465,Bara Banki,1161.48,1276.37,162.01,58.49,1024.46,1038.13,12.58,19.55,52.49,62.95,22.97,25.01,20.02,41.3,19.76,78.28,8.79,2.82,43.26,13.19,61.23,2.52,41.76,43.1,32.94,4.07,3.79,54.04,30.82,42.54,37.27,20.88,4.4,6.56,UP,Rural,Central Zone
468,Faizabad,760.12,1005.0,116.12,63.65,1083.39,903.27,18.32,16.91,62.81,82.0,35.42,27.31,23.89,43.2,18.83,87.08,6.41,2.41,68.33,21.63,80.69,2.06,54.9,41.52,27.1,1.03,0.91,51.64,31.06,62.82,60.65,12.3,6.16,7.45,UP,Rural,Central Zone
471,Ambedkar Nagar,703.65,1065.64,130.43,66.12,1085.63,767.0,16.28,11.33,69.03,90.14,43.02,13.64,20.0,57.72,35.56,92.69,13.43,5.68,56.23,24.13,83.42,1.99,61.78,40.85,30.43,7.49,6.93,44.73,31.04,62.15,55.06,9.63,3.28,14.76,UP,Rural,Central Zone
474,Sultanpur,1234.37,1598.9,179.28,60.02,1095.0,817.73,12.78,11.72,59.13,80.2,31.0,22.83,22.73,34.57,22.01,86.83,9.6,4.16,58.23,15.18,72.71,2.26,51.13,46.12,33.12,2.9,3.34,46.91,31.22,66.52,57.81,14.6,5.23,4.63,UP,Rural,Central Zone
477,Bahraich,1211.48,1350.22,171.65,44.14,989.8,1019.49,10.1,11.43,31.52,71.81,14.38,42.09,9.13,12.81,4.02,63.99,5.33,0.77,18.92,4.91,36.75,7.44,8.98,19.41,22.69,4.18,4.11,65.41,35.83,72.62,51.42,4.42,3.51,5.57,UP,Rural,Central Zone
480,Shrawasti,399.56,458.97,46.63,41.77,1031.65,917.78,8.5,7.23,30.97,53.43,7.86,70.61,6.82,17.92,7.9,63.67,2.22,0.61,28.09,12.9,47.9,8.39,16.36,29.03,18.34,8.56,8.13,63.35,24.91,69.14,48.19,7.57,3.98,8.42,UP,Rural,Central Zone
483,Balrampur,655.3,918.12,87.69,44.92,1096.6,872.19,9.63,6.33,34.87,74.58,10.75,44.09,2.38,15.35,9.99,59.32,5.73,1.39,16.94,4.71,30.91,11.44,6.63,34.19,29.25,6.1,6.11,64.09,28.46,72.71,56.31,4.05,3.6,8.9,UP,Rural,Central Zone
486,Gonda,1045.33,1456.98,164.43,53.46,1064.97,1025.89,7.26,14.47,44.12,73.39,19.06,51.14,11.6,19.53,12.88,72.46,5.37,2.11,32.77,6.17,54.6,4.82,38.03,40.94,14.34,6.24,6.72,57.69,29.76,72.51,53.58,8.09,3.0,4.75,UP,Rural,Central Zone
489,Siddharthnagar,744.23,1035.6,107.45,55.19,1126.1,884.31,12.13,15.37,45.68,81.32,16.25,50.95,16.74,39.92,13.99,83.53,10.91,3.37,36.54,13.12,44.23,3.35,36.51,44.94,19.12,1.41,1.95,58.65,28.31,65.6,56.33,7.79,6.23,6.21,UP,Rural,Central Zone
492,Basti,811.29,1127.67,110.4,58.59,1106.99,888.5,11.91,14.48,56.61,78.69,28.23,30.35,14.28,32.08,18.4,88.88,5.09,1.73,49.85,10.24,73.21,3.9,57.95,55.54,22.77,2.32,2.79,48.78,25.43,70.83,55.48,13.16,3.39,5.33,UP,Rural,Central Zone
495,Sant Kabir Nagar,523.67,785.46,68.52,57.27,1146.91,875.81,11.89,15.16,54.77,79.71,27.37,33.79,16.31,43.8,29.77,91.38,5.12,3.33,56.43,25.44,68.62,5.65,42.88,45.12,27.66,7.15,7.8,49.82,26.83,69.95,50.74,11.88,3.66,13.25,UP,Rural,Central Zone
498,Mahrajganj,913.34,1351.92,119.78,53.1,1097.38,904.51,16.96,14.81,45.93,80.21,19.09,50.42,25.73,31.24,25.38,87.28,21.53,9.83,46.07,15.15,62.88,4.29,44.32,61.77,35.4,6.99,6.62,53.82,29.37,59.7,48.63,14.04,6.07,11.21,UP,Rural,Central Zone
501,Gorakhpur,1221.07,1667.51,197.57,63.54,1127.93,955.52,21.66,25.27,60.86,85.43,31.22,28.32,34.76,45.82,32.55,94.45,13.73,6.2,65.58,17.93,77.33,1.23,66.38,55.34,35.08,3.64,4.29,44.63,22.75,62.25,49.5,17.16,9.35,14.12,UP,Rural,Central Zone
504,Kushinagar,1164.92,1766.49,160.18,57.5,1107.83,847.91,19.02,20.72,54.91,85.31,23.83,31.64,26.95,33.75,24.63,92.07,22.21,6.35,43.8,10.8,69.68,5.37,42.71,62.25,28.11,5.56,6.38,45.69,28.5,59.37,51.61,15.09,3.68,9.62,UP,Rural,Central Zone
507,Deoria,929.13,1326.93,130.53,62.15,1159.75,987.34,18.44,25.43,61.74,92.93,36.47,24.32,27.42,35.51,23.53,94.55,16.54,6.7,52.78,10.11,81.59,5.29,67.11,56.71,21.44,2.13,1.87,42.12,25.08,68.34,57.2,15.91,7.06,8.03,UP,Rural,Central Zone
510,Azamgarh,1302.88,1884.91,198.79,65.22,1128.14,943.66,17.64,14.41,67.67,84.18,42.49,12.72,25.45,44.55,19.99,87.8,8.57,3.08,68.48,15.42,83.2,2.24,29.43,39.73,24.82,4.6,5.13,41.33,27.6,62.6,58.09,14.01,8.82,12.25,UP,Rural,Central Zone
513,Mau,549.15,843.08,100.92,65.58,1120.43,844.56,22.53,15.79,68.75,86.74,43.38,11.96,21.66,60.35,43.14,94.3,7.8,5.42,58.94,22.88,84.2,4.78,51.96,31.15,22.89,10.97,10.61,39.1,24.17,62.04,52.85,9.95,3.79,12.68,UP,Rural,Central Zone
