,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
287,Nashik,381.0,497.0,78.0,74.5,986.0,844.0,38.9,39.4,75.0,91.4,35.6,27.6,69.2,66.3,65.8,85.7,39.3,28.2,66.6,24.9,73.3,6.9,66.1,63.3,65.4,0.0,0.0,43.2,32.2,54.0,52.9,33.9,11.6,10.2,MH,Rural,Western Zone
288,Nashik,755.0,951.0,163.0,80.4,1000.0,867.0,52.8,65.7,82.2,92.0,39.9,29.9,66.0,76.0,58.6,90.0,41.0,26.0,75.8,36.3,85.3,3.5,62.3,65.8,64.5,0.0,1.0,43.5,25.8,52.9,54.7,30.9,10.7,9.4,MH,Total,Western Zone
289,Thane,531.0,543.0,97.0,85.7,905.0,747.0,72.0,87.0,82.4,91.3,54.5,16.9,59.5,58.9,73.0,83.5,56.1,46.4,86.1,17.5,92.4,3.2,42.5,67.4,54.5,9.7,11.4,31.8,13.7,51.5,45.3,46.9,25.5,14.3,MH,Urban,Western Zone
290,Thane,712.0,763.0,136.0,81.0,922.0,895.0,64.7,76.7,78.4,92.8,47.1,20.4,61.0,60.3,70.8,86.2,44.5,37.6,85.9,21.6,91.2,3.2,40.9,66.4,58.4,7.7,9.0,38.5,21.4,54.1,48.4,43.8,25.6,14.4,MH,Total,Western Zone
291,Mumbai Suburban,668.0,673.0,100.0,82.9,869.0,932.0,26.7,87.1,82.0,94.5,43.3,14.6,59.6,57.5,82.0,87.1,36.7,31.3,81.8,33.9,93.9,4.4,50.1,82.6,58.0,14.2,14.2,21.3,15.1,70.0,50.4,41.2,33.7,30.2,MH,Urban,Western Zone
292,Mumbai Suburban,668.0,673.0,100.0,82.9,869.0,932.0,26.7,87.1,82.0,94.5,43.3,14.6,59.6,57.5,82.0,87.1,36.7,31.3,81.8,33.9,93.9,4.4,50.1,82.6,58.0,14.2,14.2,21.3,15.1,70.0,50.4,41.2,33.7,30.2,MH,Total,Western Zone
293,Mumbai,649.0,608.0,62.0,87.2,906.0,1033.0,39.2,89.2,90.5,98.1,52.9,10.6,53.1,60.6,80.7,91.6,52.7,43.5,84.8,31.1,97.4,0.0,45.6,81.1,49.8,3.5,6.4,25.5,17.8,65.7,49.4,39.4,26.5,18.6,MH,Urban,Western Zone
294,Mumbai,649.0,608.0,62.0,87.2,906.0,1033.0,39.2,89.2,90.5,98.1,52.9,10.6,53.1,60.6,80.7,91.6,52.7,43.5,84.8,31.1,97.4,0.0,45.6,81.1,49.8,3.5,6.4,25.5,17.8,65.7,49.4,39.4,26.5,18.6,MH,Total,Western Zone
296,Raigarh,385.0,404.0,54.0,71.8,971.0,730.0,55.7,54.8,76.5,88.7,31.6,26.0,63.4,59.2,64.8,94.1,53.4,40.0,74.8,40.4,91.6,1.5,42.4,80.5,58.0,7.6,11.7,39.5,31.0,56.4,61.1,31.2,14.7,14.7,MH,Rural,Western Zone
297,Raigarh,721.0,759.0,117.0,82.0,924.0,794.0,75.4,75.6,84.9,92.3,49.8,16.6,60.0,61.2,68.9,92.6,47.2,37.9,64.4,28.3,96.0,0.7,47.6,70.1,63.6,5.8,8.7,29.9,21.8,53.4,53.1,34.9,16.4,18.5,MH,Total,Western Zone
299,Pune,380.0,398.0,79.0,74.3,878.0,786.0,60.9,59.8,82.9,98.9,39.3,34.6,71.0,87.3,83.2,92.1,59.2,51.4,86.4,31.1,94.2,1.8,79.2,59.3,70.4,2.5,7.0,22.5,23.4,53.8,49.3,40.2,17.3,12.4,MH,Rural,Western Zone
300,Pune,709.0,742.0,131.0,82.3,924.0,927.0,63.5,81.4,87.6,98.5,52.8,23.6,69.8,88.2,84.5,91.2,55.9,49.9,86.1,28.0,93.5,2.0,81.0,60.0,62.0,4.0,8.2,22.4,17.8,53.4,50.0,37.2,14.9,12.6,MH,Total,Western Zone
301,Ahmadnagar,603.0,638.0,84.0,71.9,926.0,878.0,45.5,49.8,79.3,92.4,42.5,42.1,44.3,57.0,59.0,86.2,19.9,12.7,80.2,35.3,94.2,2.2,40.6,77.4,46.7,5.0,4.2,34.7,25.6,43.4,44.8,53.3,28.4,14.2,MH,Rural,Western Zone
302,Ahmadnagar,749.0,798.0,110.0,75.4,905.0,843.0,50.8,57.8,80.3,95.1,44.7,38.7,47.5,59.3,63.3,87.4,22.5,15.3,81.2,33.0,94.2,2.7,43.4,77.2,42.7,3.9,3.3,33.4,22.5,47.3,46.1,52.8,28.9,14.4,MH,Total,Western Zone
303,Bid,618.0,614.0,101.0,58.6,932.0,1013.0,35.9,19.4,63.6,95.2,29.7,48.6,66.9,60.1,71.1,85.3,21.4,15.6,74.3,39.3,92.8,5.9,53.0,79.3,58.8,12.0,14.0,37.6,21.7,58.6,33.6,54.7,38.4,34.3,MH,Rural,Western Zone
304,Bid,779.0,823.0,127.0,62.6,933.0,1046.0,39.7,28.0,67.0,92.3,31.0,51.2,65.3,62.0,72.9,88.1,22.3,16.1,78.4,41.1,93.7,5.0,53.9,80.0,56.4,14.1,16.3,37.8,22.9,57.4,36.5,52.1,37.4,34.0,MH,Total,Western Zone
305,Latur,584.0,669.0,116.0,65.6,966.0,971.0,34.9,21.9,75.2,91.6,33.1,38.7,66.2,62.3,74.6,89.5,40.5,33.1,82.7,17.5,89.7,2.6,64.2,62.0,51.5,5.8,7.1,37.1,25.3,56.3,37.2,47.2,13.4,11.2,MH,Rural,Western Zone
306,Latur,792.0,967.0,151.0,67.8,966.0,920.0,39.7,32.4,77.1,93.1,34.1,36.5,65.5,63.5,74.9,88.0,40.5,33.6,82.3,18.3,89.9,3.9,59.4,61.9,49.5,4.1,7.3,34.7,25.2,53.6,37.5,46.8,14.6,11.8,MH,Total,Western Zone
307,Osmanabad,654.0,635.0,107.0,65.4,955.0,752.0,25.3,25.2,76.3,92.5,34.7,30.8,70.8,54.7,71.9,87.8,37.7,30.0,74.5,14.0,86.2,4.4,65.3,69.5,66.1,4.3,8.5,44.0,23.7,37.1,33.6,49.7,19.7,10.9,MH,Rural,Western Zone
308,Osmanabad,773.0,769.0,121.0,68.1,961.0,821.0,27.3,31.8,78.2,93.2,37.7,31.1,69.0,55.3,74.8,89.2,37.4,30.9,77.2,15.4,88.2,3.8,62.7,66.8,62.9,3.8,8.9,43.3,21.9,36.7,36.4,49.1,20.4,12.4,MH,Total,Western Zone
309,Solapur,383.0,503.0,65.0,80.9,990.0,976.0,60.3,82.4,83.2,93.9,45.3,25.8,60.7,66.5,76.6,87.9,56.9,46.4,77.5,36.1,96.8,1.1,78.9,61.3,66.8,5.6,4.7,27.8,16.9,50.2,48.6,38.8,13.5,12.6,MH,Urban,Western Zone
310,Solapur,390.0,428.0,72.0,67.4,950.0,747.0,44.3,36.2,72.5,93.3,29.4,40.5,64.9,66.2,72.4,92.1,47.8,37.5,74.3,24.4,81.3,9.1,59.0,64.3,56.3,8.9,7.6,24.2,20.2,52.2,41.9,49.6,13.2,11.0,MH,Rural,Western Zone
311,Solapur,773.0,931.0,137.0,71.9,963.0,816.0,49.3,50.7,76.4,93.5,35.1,34.5,63.4,66.3,73.8,90.7,50.9,40.5,75.4,28.3,86.4,6.5,64.9,63.3,59.6,7.9,6.7,25.4,19.0,51.5,44.3,45.7,13.3,11.6,MH,Total,Western Zone
312,Satara,601.0,606.0,87.0,74.7,1036.0,1029.0,64.0,48.4,84.8,100.0,35.4,24.4,64.3,70.6,68.7,91.8,31.3,23.9,75.5,27.7,96.0,1.4,61.0,65.1,70.9,0.0,1.5,24.3,33.9,57.8,47.0,32.2,14.4,11.5,MH,Rural,Western Zone
313,Satara,734.0,740.0,111.0,76.7,1034.0,1018.0,63.8,57.0,85.4,99.3,38.9,22.6,62.3,70.1,68.9,91.2,33.7,24.0,75.3,25.5,96.3,1.6,59.2,62.1,66.5,0.0,1.2,23.3,30.5,55.2,49.4,33.7,13.6,10.5,MH,Total,Western Zone
314,Ratnagiri,642.0,611.0,66.0,74.3,1159.0,1028.0,63.8,22.4,83.8,96.0,27.5,6.9,37.3,66.1,72.9,85.4,57.3,37.3,82.5,27.0,97.5,1.5,73.0,74.3,56.6,7.2,8.3,27.0,33.3,50.9,47.1,36.3,13.0,13.3,MH,Rural,Western Zone
315,Ratnagiri,749.0,727.0,73.0,77.3,1134.0,984.0,67.8,34.2,85.1,93.7,33.0,8.6,38.3,66.7,72.0,85.7,52.4,33.8,79.8,25.5,97.8,1.3,73.1,73.9,58.1,8.4,9.1,28.3,31.7,50.1,47.3,37.6,15.6,15.7,MH,Total,Western Zone
317,Sindhudurg,698.0,660.0,64.0,81.7,1001.0,824.0,77.6,38.7,91.0,98.4,46.0,8.3,48.4,72.0,78.9,82.2,28.6,23.3,83.8,36.4,99.3,0.7,80.3,86.6,56.5,22.3,20.2,25.9,29.6,39.9,44.4,37.7,27.2,23.9,MH,Total,Western Zone
320,Kolhapur,771.0,827.0,132.0,77.3,978.0,660.0,67.0,64.0,84.3,91.9,44.3,30.9,53.2,60.6,69.1,89.9,46.5,37.3,78.4,20.5,95.4,0.4,46.9,70.4,53.9,2.0,1.7,26.9,23.4,45.2,46.8,39.8,18.8,11.7,MH,Total,Western Zone
321,Sangli,553.0,653.0,96.0,78.0,1008.0,943.0,66.4,51.4,84.8,95.7,44.3,24.7,52.7,67.1,63.5,89.5,37.8,24.6,70.6,25.7,95.7,2.2,44.3,61.9,54.2,4.5,3.2,25.9,24.2,51.4,49.3,43.2,24.5,18.2,MH,Rural,Western Zone
322,Sangli,745.0,863.0,122.0,79.8,1005.0,913.0,68.8,63.2,85.6,95.2,47.4,25.4,51.8,67.5,65.5,92.4,39.4,26.3,76.6,26.8,95.9,2.6,43.4,64.7,52.4,8.8,6.8,23.3,21.1,49.6,51.2,38.3,21.2,16.2,MH,Total,Western Zone
323,North District,826.0,941.0,157.0,77.8,922.0,1010.0,92.2,39.4,84.9,88.8,34.0,12.2,48.7,77.4,72.4,96.7,68.9,48.8,84.3,18.1,94.1,2.8,87.8,92.0,60.8,17.2,19.3,23.1,3.5,62.6,43.1,14.1,9.5,31.3,SK,Rural,Eastern Zone
324,North District,934.0,1049.0,186.0,79.3,917.0,953.0,89.3,48.8,85.5,88.7,36.6,12.3,50.1,80.9,73.7,97.2,70.4,50.4,84.7,17.1,94.9,2.4,89.9,93.1,60.2,18.2,20.0,24.1,3.6,64.9,44.3,15.8,10.4,34.6,SK,Total,Eastern Zone
325,West District,894.0,1079.0,203.0,76.8,936.0,818.0,94.5,38.4,83.9,89.5,34.5,12.9,64.7,81.5,84.5,97.8,65.9,53.8,73.6,14.5,94.4,1.1,77.7,80.9,72.7,19.4,18.2,43.0,5.8,59.8,37.4,18.1,8.1,32.2,SK,Rural,Eastern Zone
326,West District,937.0,1125.0,223.0,77.2,933.0,801.0,93.0,41.4,84.2,88.4,35.4,12.4,64.3,81.2,84.9,97.9,66.8,54.9,73.7,15.3,94.6,1.1,78.4,80.5,73.2,19.1,17.9,42.3,5.8,58.7,36.8,17.4,7.7,30.9,SK,Total,Eastern Zone
328,South District,938.0,1091.0,47.0,80.8,924.0,1096.0,93.4,52.5,86.3,89.5,41.0,13.9,57.3,89.5,84.7,100.0,62.9,49.5,82.7,24.2,98.5,1.5,92.3,86.4,75.4,21.3,22.2,32.8,4.4,61.6,31.9,8.6,8.2,31.8,SK,Total,Eastern Zone
329,East District,924.0,1041.0,178.0,85.3,938.0,606.0,76.3,92.5,89.0,96.1,49.6,16.7,31.3,73.7,75.4,98.2,43.2,32.9,77.2,5.6,94.4,2.9,80.8,79.4,57.2,20.1,20.9,22.4,8.2,57.3,33.9,12.5,5.8,38.8,SK,Urban,Eastern Zone
330,East District,929.0,987.0,167.0,75.5,977.0,833.0,91.9,46.2,86.7,90.9,36.1,14.7,33.1,64.3,59.1,93.6,41.6,23.7,62.9,8.9,92.3,3.5,77.7,88.8,65.5,32.2,31.7,25.6,7.7,40.6,35.0,12.5,4.8,25.2,SK,Rural,Eastern Zone
331,East District,1853.0,2028.0,345.0,80.3,957.0,709.0,83.6,70.7,87.9,93.8,43.4,15.9,32.1,69.1,67.4,95.9,42.4,28.4,70.2,7.2,93.3,3.2,79.2,83.9,61.3,26.0,26.0,24.0,7.9,49.7,34.4,12.5,5.4,32.5,SK,Total,Eastern Zone
332,Saharanpur,426.08,565.63,75.65,71.1,950.56,844.74,66.89,71.14,73.67,83.16,45.46,9.03,44.39,78.1,52.22,92.92,20.76,15.93,71.54,60.46,66.44,5.15,61.62,38.43,14.12,4.31,3.3,33.18,19.33,75.96,59.67,13.33,5.91,6.04,UP,Urban,Central Zone
333,Saharanpur,897.91,1205.85,168.17,62.72,955.23,935.19,43.48,21.75,61.9,81.55,28.1,7.01,42.43,73.84,36.82,94.81,11.75,5.39,67.8,59.45,60.47,4.47,62.99,41.56,26.04,8.34,7.99,38.53,31.84,75.29,62.08,12.63,3.56,4.42,UP,Rural,Central Zone
334,Saharanpur,1323.99,1771.48,243.81,65.3,953.79,906.44,51.01,37.64,65.66,82.04,33.64,7.65,43.06,75.19,41.71,94.21,14.61,8.74,68.99,59.77,62.27,4.68,62.58,40.61,22.29,7.0,6.42,36.9,27.86,75.5,61.32,12.85,4.31,4.94,UP,Total,Central Zone
335,Muzaffarnagar,442.67,603.1,84.58,59.69,957.89,794.17,66.68,70.93,66.13,77.65,31.25,7.16,38.37,54.23,39.55,82.8,12.79,9.72,75.82,68.23,65.17,6.57,66.25,15.41,10.03,8.39,8.97,34.37,15.14,80.73,63.86,14.42,3.17,14.16,UP,Urban,Central Zone
336,Muzaffarnagar,1013.19,1366.65,155.66,64.47,993.56,809.09,49.1,25.29,63.68,87.35,30.01,8.92,47.45,62.25,35.81,88.96,18.93,9.25,69.2,35.43,66.03,4.09,62.42,17.79,20.66,11.78,7.86,43.58,23.85,77.87,64.85,15.25,3.15,13.65,UP,Rural,Central Zone
337,Muzaffarnagar,1455.86,1969.75,240.24,63.05,982.54,804.38,54.45,39.16,64.43,83.94,30.39,8.37,44.75,59.69,37.01,87.0,16.97,9.4,71.32,45.9,65.76,4.86,63.74,17.02,17.34,10.78,8.18,40.81,21.18,78.73,64.55,15.0,3.15,13.81,UP,Total,Central Zone
338,Bijnor,322.84,467.65,66.85,70.46,1023.91,665.67,75.27,77.67,76.16,88.59,45.3,4.26,34.01,65.72,31.43,88.6,13.92,8.17,52.85,35.73,66.0,4.16,71.65,39.27,13.91,3.67,5.41,40.57,19.21,81.11,59.59,16.51,3.88,7.31,UP,Urban,Central Zone
339,Bijnor,1054.32,1434.28,181.89,62.36,1025.12,841.48,55.81,20.12,63.3,86.48,28.34,7.52,38.46,62.25,23.0,93.9,14.19,6.85,62.5,36.88,75.04,1.31,69.42,41.79,14.9,2.55,2.93,43.15,26.54,69.85,57.71,14.46,3.36,4.72,UP,Rural,Central Zone
340,Bijnor,1377.16,1901.93,248.74,64.34,1024.83,800.27,60.37,33.61,66.46,87.05,32.51,6.75,37.51,63.02,24.87,92.73,14.13,7.15,60.36,36.63,73.07,1.93,70.05,41.25,14.68,2.78,3.5,42.59,24.7,72.35,58.18,14.96,3.49,5.36,UP,Total,Central Zone
341,Moradabad,641.52,887.47,123.08,63.86,967.43,884.9,64.19,78.12,60.72,73.11,35.4,7.56,46.24,65.48,53.68,86.66,11.67,9.83,72.48,60.49,63.4,9.78,51.54,34.84,15.13,14.98,13.18,40.92,19.87,75.17,57.1,11.72,4.05,6.16,UP,Urban,Central Zone
342,Moradabad,1152.06,1531.3,218.09,53.55,975.29,918.42,44.57,25.83,44.48,74.78,19.79,10.3,37.6,61.43,40.72,82.33,3.98,2.36,64.71,55.68,60.49,3.24,49.07,29.01,18.21,7.13,6.26,47.01,33.37,74.61,64.79,8.95,2.43,3.82,UP,Rural,Central Zone
343,Moradabad,1793.58,2418.77,341.17,57.21,972.55,907.74,51.59,44.53,50.44,74.17,25.51,9.29,40.58,62.71,44.8,83.69,6.4,4.71,67.16,57.2,61.38,5.22,49.85,30.92,17.28,9.78,8.58,45.11,28.36,74.79,61.97,9.97,3.02,4.68,UP,Total,Central Zone
344,Rampur,223.7,313.74,55.8,62.72,942.65,678.82,72.47,62.54,63.61,78.83,35.55,5.1,37.76,61.64,62.0,95.28,4.75,3.26,75.65,57.19,72.8,5.78,54.26,32.48,15.68,9.45931764705881,5.02,36.97,23.86,75.05,59.94,9.46,4.25,8.27,UP,Urban,Central Zone
345,Rampur,644.77,890.37,109.71,50.69,1000.25,846.44,45.67,21.03,39.56,60.51,14.56,11.94,36.17,50.17,58.61,89.4,4.83,4.16,62.21,50.78,58.92,3.37,72.61,44.54,28.27,9.21,7.25,48.42,29.42,77.47,58.26,6.78,1.64,4.67,UP,Rural,Central Zone
346,Rampur,868.46,1204.11,165.51,53.65,985.61,808.74,52.57,31.72,45.83,66.69,20.03,9.9,36.58,52.91,59.42,90.8,4.81,3.94,65.41,52.31,61.94,3.89,68.26,41.91,25.41,8.32,6.74,45.99,27.95,76.95,58.7,7.48,2.32,5.61,UP,Total,Central Zone
347,Jyotiba Phule Nagar,188.07,254.06,49.53,64.18,1093.16,1184.4,69.06,65.06,63.55,78.81,32.25,3.99,49.62,66.6,42.37,96.03,9.69,3.98,53.7,29.97,68.21,3.48,61.09,54.03,27.92,2.89,6.32,40.34,23.04,79.59,58.31,21.82,7.55,6.04,UP,Urban,Central Zone
348,Jyotiba Phule Nagar,539.31,717.76,93.81,58.0,975.52,885.62,41.7,19.94,55.08,87.69,28.31,14.99,42.13,52.3,30.43,90.01,8.28,4.3,57.54,30.75,66.92,3.98,78.73,44.41,29.65,2.39,4.92,45.95,32.48,73.87,70.11,18.58,4.45,4.77,UP,Rural,Central Zone
349,Jyotiba Phule Nagar,727.39,971.82,143.35,59.63,1004.05,945.41,48.78,31.6,57.3,84.62,29.34,11.94,43.81,55.51,33.1,91.36,8.6,4.23,56.68,30.57,67.2,3.87,74.17,46.61,29.27,2.5,5.25,44.67,29.95,75.25,67.02,19.43,5.26,5.1,UP,Total,Central Zone
350,Meerut,1372.7,1818.48,221.8,68.48,905.39,818.77,72.48,79.8,71.75,86.82,37.99,7.45,43.0,63.56,46.28,86.1,17.89,13.3,59.96,34.56,59.64,6.92,56.81,26.17,10.78,8.01,9.26,34.67,16.54,69.38,56.4,13.02,4.87,11.85,UP,Urban,Central Zone
351,Meerut,613.25,830.16,99.9,67.54,984.16,928.64,55.07,29.06,67.34,90.12,36.05,11.76,45.54,65.99,48.63,91.05,13.92,9.64,71.59,46.37,74.9,3.57,71.09,25.41,20.27,8.74,7.25,36.44,23.79,76.27,67.53,12.93,3.28,11.34,UP,Rural,Central Zone
352,Meerut,1985.95,2648.64,321.7,68.17,929.95,857.83,67.1,64.13,70.37,87.85,37.38,8.88,43.82,64.4,47.09,87.82,16.51,12.03,63.99,38.66,65.23,5.69,62.78,25.89,14.31,8.29,8.5,35.31,18.82,71.87,59.88,12.99,4.37,11.69,UP,Total,Central Zone
354,Baghpat,381.04,524.76,66.38,63.75,903.49,789.7,60.93,30.82,68.45,91.64,39.33,13.57,39.86,65.98,53.36,91.1,26.02,17.74,75.84,58.21,75.01,4.06,72.21,42.5,30.34,2.56,2.63,38.56,22.69,77.57,65.34,11.2,3.12,8.44,UP,Rural,Central Zone
355,Baghpat,516.64,706.41,91.74,66.13,898.63,762.52,64.73,42.66,70.21,91.53,41.33,14.31,41.02,64.8,50.67,90.3,25.48,16.72,74.37,55.97,76.15,3.16,69.83,40.8,30.89,2.99,2.68,35.77,20.75,78.76,64.42,13.55,4.17,9.23,UP,Total,Central Zone
356,Ghaziabad,1660.99,1958.13,359.77,78.0,888.46,925.96,67.76,91.07,78.4,91.96,49.39,17.96,52.73,62.81,42.48,90.25,21.25,14.52,56.44,35.88,71.32,2.7,60.68,39.25,22.27,1.73,1.29,33.33,15.68,61.25,55.62,12.23,4.48,4.35,UP,Urban,Central Zone
357,Ghaziabad,543.28,703.8,101.77,64.16,926.03,869.82,55.79,39.98,63.94,89.77,28.37,19.25,44.77,60.22,33.31,90.82,9.07,5.93,71.84,53.79,62.22,4.93,61.97,25.67,12.96,5.7,5.35,37.39,20.99,65.43,59.15,22.28,8.26,9.41,UP,Rural,Central Zone
358,Ghaziabad,2204.28,2661.93,461.55,74.08,898.97,907.25,64.81,78.48,74.57,91.48,43.83,18.32,50.65,62.03,39.71,90.42,17.57,11.92,61.1,41.3,68.33,3.43,61.13,34.9,19.31,2.96,2.61,34.71,17.06,62.6,56.55,14.89,5.48,5.68,UP,Total,Central Zone
359,Gautum Buddha Nagar,618.68,657.09,88.83,79.8,807.82,810.45,54.06,90.69,77.57,92.61,49.84,19.2,49.29,70.91,58.08,91.53,24.51,16.8,77.96,37.18,76.61,3.43,67.07,28.37,16.66,9.12,8.25,31.95,11.73,71.19,58.17,18.19,5.59,9.51,UP,Urban,Central Zone
360,Gautum Buddha Nagar,244.06,325.84,49.35,66.86,916.65,903.52,55.69,39.93,67.09,92.64,33.71,24.42,46.52,65.73,38.93,91.25,12.95,7.74,63.04,27.48,61.91,3.14,62.35,31.21,15.54,4.2,6.6,32.65,19.21,63.57,56.49,16.38,3.0,8.91,UP,Rural,Central Zone
361,Gautum Buddha Nagar,862.74,982.93,138.17,75.28,843.56,844.66,54.52,76.33,74.09,92.62,44.49,20.97,48.38,69.06,51.24,91.43,20.38,13.56,72.63,33.71,70.87,3.32,65.46,29.45,16.25,7.62,7.71,32.22,14.15,68.3,57.61,17.59,4.73,9.32,UP,Total,Central Zone
363,Bulandshahr,977.69,1320.86,178.96,61.25,1021.12,921.73,40.84,20.95,58.81,84.32,29.14,22.11,40.35,57.19,20.59,91.94,8.2,4.06,58.25,22.96,66.9,4.33,54.22,46.33,23.15,4.54,5.18,41.81,23.78,63.49,59.07,13.05,2.57,2.38,UP,Rural,Central Zone
364,Bulandshahr,1309.87,1804.66,247.24,60.38,1001.63,885.56,47.66,31.82,58.87,79.64,28.18,18.73,41.5,60.88,23.09,92.27,9.1,4.57,59.28,22.85,68.81,4.43,57.27,44.04,23.26,5.63,6.11,43.18,21.56,65.84,56.17,14.47,2.77,3.48,UP,Total,Central Zone
365,Aligarh,477.13,666.01,100.4,71.57,911.3,801.4,59.33,78.28,69.36,78.01,40.46,13.72,43.55,60.6,46.24,89.87,20.06,13.45,74.65,50.14,63.74,14.97,79.19,24.59,23.63,7.71,7.4,42.12,17.63,66.17,51.72,13.65,3.53,10.6,UP,Urban,Central Zone
366,Aligarh,922.04,1167.53,182.18,59.69,943.22,917.62,27.52,19.58,52.99,80.06,23.62,28.74,34.44,46.42,19.48,84.66,7.65,3.69,61.95,34.96,66.06,7.76,63.63,19.33,26.22,3.86,3.23,52.18,25.59,67.04,58.63,14.49,4.08,10.41,UP,Rural,Central Zone
367,Aligarh,1399.17,1833.54,282.58,63.78,932.2,880.16,38.37,39.6,58.94,79.33,29.74,23.2,37.6,50.95,28.02,86.32,11.61,6.81,66.01,39.81,65.35,9.97,67.87,20.9,25.41,4.98,4.58,49.14,22.66,66.78,56.12,14.19,3.88,10.48,UP,Total,Central Zone
369,Mahamaya Nagar,431.65,536.19,66.61,65.47,953.49,977.28,22.32,15.94,62.69,84.97,31.7,32.61,33.85,47.41,21.58,87.91,10.31,4.46,64.6,33.83,73.62,5.1,60.08,24.18,14.03,11.43,10.52,45.61,25.5,47.52,39.52,10.37,5.27,4.95,UP,Rural,Central Zone
370,Mahamaya Nagar,556.35,690.46,86.82,68.22,921.43,950.56,30.54,30.2,65.95,87.79,36.55,29.47,35.19,50.17,24.41,87.76,13.25,6.87,63.95,33.2,72.07,8.07,61.23,23.56,15.26,11.6,11.71,44.24,22.56,48.89,39.18,11.23,4.37,4.72,UP,Total,Central Zone
372,Mathura,632.7,826.99,120.58,60.93,931.31,894.73,27.84,12.71,55.68,93.15,27.14,33.81,43.91,53.59,21.24,84.89,4.34,1.8,63.4,18.91,68.75,5.76,55.01,32.56,26.79,9.2,8.21,43.71,19.01,56.1,44.86,17.15,3.55,3.43,UP,Rural,Central Zone
373,Mathura,1017.03,1355.1,216.56,63.27,902.93,875.71,42.96,32.71,61.2,90.37,32.51,25.35,43.77,57.97,27.5,82.33,6.44,2.57,65.77,24.33,70.6,6.52,51.48,30.8,24.88,7.7,6.37,40.77,18.12,56.53,45.07,16.38,3.26,4.16,UP,Total,Central Zone
374,Agra,824.26,1095.37,164.08,74.52,909.73,903.96,62.71,77.12,72.48,82.97,48.15,11.71,43.63,69.06,56.82,91.31,22.3,18.94,72.15,35.58,85.79,0.58,58.09,33.64,19.04,7.75,7.75,39.75,14.58,45.41,39.32,16.79,3.88,10.25,UP,Urban,Central Zone
375,Agra,785.6,1062.51,155.95,60.42,971.95,1060.23,21.84,14.77,53.26,89.82,24.67,30.77,40.14,55.18,21.33,87.68,6.44,1.97,60.12,29.16,73.62,2.28,63.03,34.55,18.27,0.0,1.2,48.23,24.34,56.24,46.96,15.79,5.62,4.99,UP,Rural,Central Zone
376,Agra,1609.86,2157.88,320.03,67.37,940.92,991.0,42.77,46.69,63.02,86.31,36.59,21.25,41.83,61.37,37.17,89.3,13.52,9.54,65.49,32.03,78.68,1.58,60.92,34.15,18.6,3.2,3.97,44.67,19.32,51.7,43.09,16.3,4.74,7.66,UP,Total,Central Zone
377,Firozabad,322.01,473.44,77.92,69.29,969.95,871.66,64.47,78.26,69.55,79.26,38.72,13.43,30.54,49.89,36.06,85.6,9.6,5.58,58.7,31.4,65.29,6.26,63.45,35.67,14.09,4.72,5.15,44.24,18.96,50.11,36.14,11.42,5.67,6.85,UP,Urban,Central Zone
378,Firozabad,587.68,736.3,99.64,66.11,955.24,838.07,16.68,13.34,61.13,78.81,28.24,28.04,29.28,39.28,18.74,82.48,6.46,2.79,42.05,25.15,67.97,1.53,56.1,36.88,25.19,0.88,1.46,43.84,23.68,45.68,32.77,8.09,2.78,3.83,UP,Rural,Central Zone
379,Firozabad,909.69,1209.74,177.56,67.32,960.74,849.51,33.6,36.32,64.42,79.01,32.34,22.22,29.73,42.96,24.74,83.56,7.55,3.76,47.82,27.31,67.04,3.17,58.82,36.47,21.37,2.23,2.8,43.98,21.83,47.2,34.1,9.4,3.91,5.01,UP,Total,Central Zone
